Age (ka),d18O (permil)
1662,4.040191612
1663,4.084057431
1664,4.118360992
1665,4.140216294
1666,4.146409037
1667,4.140741187
1668,4.128314695
1669,4.112933619
1670,4.096452779
1671,4.081330839
1672,4.070529457
1673,4.062327717
1674,4.050553137
1675,4.033660982
1676,4.007391412
1677,3.974764877
1678,3.928519134
1679,3.875299023
1680,3.82256499
1681,3.772898118
1682,3.725026789
1683,3.683197841
1684,3.649300589
1685,3.623711473
1686,3.601285768
1687,3.58013058
1688,3.564463948
1689,3.551924535
1690,3.543685136
1691,3.538286611
1692,3.535283327
1693,3.536119935
1694,3.542865182
1695,3.553165534
1696,3.567784463
1697,3.586449372
1698,3.606562577
1699,3.626730456
1700,3.649569505
1701,3.67163587
1702,3.690535539
1703,3.709637285
1704,3.736513526
1705,3.776803772
1706,3.831886511
1707,3.90061382
1708,3.968718439
1709,4.014261895
1710,4.034389125
1711,4.035776215
1712,4.022450411
1713,3.996229529
1714,3.958951546
1715,3.916626108
1716,3.870439956
1717,3.827690726
1718,3.788880956
1719,3.749991643
1720,3.71067227
1721,3.666200506
1722,3.623752368
1723,3.589373322
1724,3.562452123
1725,3.547320034
1726,3.547862024
1727,3.563980767
1728,3.591847752
1729,3.628075512
1730,3.668008438
1731,3.703426662
1732,3.72801284
1733,3.739889622
1734,3.739972738
1735,3.732821567
1736,3.719715348
1737,3.699196257
1738,3.675788918
1739,3.653089134
1740,3.634174149
1741,3.619843908
1742,3.609453602
1743,3.607017934
1744,3.615186004
1745,3.637280501
1746,3.670874621
1747,3.713317732
1748,3.758797146
1749,3.801640563
1750,3.839221437
1751,3.869544538
1752,3.887906796
1753,3.89406629
1754,3.888694028
1755,3.871827946
1756,3.845268252
1757,3.815473914
1758,3.788246762
1759,3.76047786
1760,3.732397279
1761,3.705393132
1762,3.678224011
1763,3.649446943
1764,3.620067353
1765,3.588742789
1766,3.55591356
1767,3.523354231
1768,3.490371765
1769,3.460597702
1770,3.436745611
1771,3.417634213
1772,3.40594419
1773,3.403536349
1774,3.40823816
1775,3.417213073
1776,3.427180187
1777,3.437585681
1778,3.451448375
1779,3.466760181
1780,3.482608348
1781,3.498733418
1782,3.516340239
1783,3.5339579
1784,3.551205735
1785,3.570230401
1786,3.592050446
1787,3.614265451
1788,3.637754089
1789,3.663101091
1790,3.688595018
1791,3.714561698
1792,3.740937549
1793,3.76998591
1794,3.803127503
1795,3.839543652
1796,3.877946508
1797,3.917453785
1798,3.954915946
1799,3.982804938
1800,4.000522885
1801,4.004917999
1802,3.994954557
1803,3.967456499
1804,3.927587901
1805,3.887466037
1806,3.850339143
1807,3.810997585
1808,3.769288921
1809,3.728099146
1810,3.68545087
1811,3.642339233
1812,3.601152319
1813,3.564874735
1814,3.534212708
1815,3.508276918
1816,3.488978013
1817,3.477471299
1818,3.472362885
1819,3.471994525
1820,3.472843198
1821,3.473466612
1822,3.475131617
1823,3.477219879
1824,3.478637256
1825,3.483739307
1826,3.492039307
1827,3.500177101
1828,3.506485943
1829,3.506839529
1830,3.503975653
1831,3.501832384
1832,3.500650188
1833,3.503099928
1834,3.511654868
1835,3.522040632
1836,3.536412461
1837,3.558645649
1838,3.58394416
1839,3.60730384
1840,3.624483316
1841,3.635956699
1842,3.641919619
1843,3.641921242
1844,3.633642259
1845,3.620046079
1846,3.606152635
1847,3.594810046
1848,3.583221676
1849,3.57163554
1850,3.563097119
1851,3.559521044
1852,3.557968204
1853,3.555608691
1854,3.556778698
1855,3.563330369
1856,3.577963888
1857,3.596587154
1858,3.61923921
1859,3.648318396
1860,3.685096298
1861,3.723291852
1862,3.758983938
1863,3.787368417
1864,3.807435077
1865,3.81900371
1866,3.819933162
1867,3.808405285
1868,3.784314033
1869,3.758156464
1870,3.733152323
1871,3.710850541
1872,3.691686144
1873,3.675659619
1874,3.66499912
1875,3.656330303
1876,3.646619174
1877,3.635230568
1878,3.622271665
1879,3.604746974
1880,3.58706527
1881,3.571688768
1882,3.557336659
1883,3.544200988
1884,3.532462692
1885,3.521733325
1886,3.510899071
1887,3.498134937
1888,3.484745629
1889,3.471614858
1890,3.459727477
1891,3.448626717
1892,3.439711392
1893,3.436746684
1894,3.436769096
1895,3.441044127
1896,3.450845243
1897,3.468459821
1898,3.49453145
1899,3.530018257
1900,3.57537353
1901,3.625614636
1902,3.677219606
1903,3.735988131
1904,3.809876447
1905,3.8913329
1906,3.965534898
1907,4.019265724
1908,4.046890786
1909,4.048287072
1910,4.028892757
1911,3.998589017
1912,3.962869521
1913,3.927976543
1914,3.898821435
1915,3.872273941
1916,3.845869105
1917,3.821093086
1918,3.793434264
1919,3.762466446
1920,3.736284049
1921,3.711590139
1922,3.69164134
1923,3.673703566
1924,3.650996283
1925,3.626345606
1926,3.605001719
1927,3.583424207
1928,3.561371701
1929,3.542510535
1930,3.526941616
1931,3.512838232
1932,3.498769381
1933,3.481829325
1934,3.462091242
1935,3.443444126
1936,3.425327392
1937,3.40654735
1938,3.388273982
1939,3.372263392
1940,3.356308743
1941,3.342635604
1942,3.330529788
1943,3.326173718
1944,3.333931372
1945,3.356716984
1946,3.396691096
1947,3.461855145
1948,3.547135719
1949,3.63700138
1950,3.718667473
1951,3.785242272
1952,3.835306468
1953,3.868879533
1954,3.886969674
1955,3.892929928
1956,3.890534702
1957,3.881066466
1958,3.866249359
1959,3.848927854
1960,3.830685231
1961,3.8137718
1962,3.797548989
1963,3.778987125
1964,3.75971319
1965,3.742529121
1966,3.727410117
1967,3.711649198
1968,3.696219429
1969,3.681380583
1970,3.666697932
1971,3.653372309
1972,3.642415561
1973,3.632658693
1974,3.622279266
1975,3.609863826
1976,3.594507359
1977,3.575330635
1978,3.55220279
1979,3.527374082
1980,3.499148569
1981,3.469566647
1982,3.440307492
1983,3.412821638
1984,3.386049464
1985,3.359438848
1986,3.333553282
1987,3.30969869
1988,3.29113653
1989,3.279710414
1990,3.279738403
1991,3.292601349
1992,3.313838663
1993,3.333750126
1994,3.35049823
1995,3.365930443
1996,3.381630156
1997,3.400001958
1998,3.421530158
1999,3.449963998
2000,3.489095829
2001,3.54041701
2002,3.598113567
2003,3.653437718
2004,3.702873409
2005,3.747785553
2006,3.784710974
2007,3.809893253
2008,3.820598494
2009,3.817328952
2010,3.806654095
2011,3.78926815
2012,3.764189396
2013,3.732853998
2014,3.703667762
2015,3.673511276
2016,3.644180237
2017,3.614830834
2018,3.59018059
2019,3.571437525
2020,3.555207038
2021,3.531749269
2022,3.491799464
2023,3.437089865
2024,3.38091514
2025,3.335522903
2026,3.303070071
2027,3.277768382
2028,3.264776205
2029,3.265465712
2030,3.27623949
2031,3.291428747
2032,3.309979112
2033,3.337530665
2034,3.376731234
2035,3.420950074
2036,3.46579362
2037,3.50954255
2038,3.550839229
2039,3.5870544
2040,3.617998524
2041,3.646241895
2042,3.669794727
2043,3.687671068
2044,3.699516903
2045,3.703746768
2046,3.700587547
2047,3.69309278
2048,3.678905935
2049,3.660496561
2050,3.638407417
2051,3.611146827
2052,3.580204412
2053,3.557008195
2054,3.542088348
2055,3.532644471
2056,3.530093423
2057,3.532489526
2058,3.541080178
2059,3.559746722
2060,3.587801565
2061,3.622732517
2062,3.661731031
2063,3.700271663
2064,3.738260462
2065,3.776148495
2066,3.819165087
2067,3.872353619
2068,3.93125305
2069,3.988079265
2070,4.039094144
2071,4.081800818
2072,4.116840877
2073,4.143230918
2074,4.155722043
2075,4.152316418
2076,4.135452338
2077,4.109703227
2078,4.081196754
2079,4.049310733
2080,4.01955067
2081,3.992847356
2082,3.972292767
2083,3.959602112
2084,3.950525364
2085,3.938510075
2086,3.921066884
2087,3.898369311
2088,3.86928726
2089,3.836672667
2090,3.803936524
2091,3.771237794
2092,3.741443593
2093,3.713367949
2094,3.686805106
2095,3.661721014
2096,3.639293881
2097,3.620227781
2098,3.605722327
2099,3.591309085
2100,3.576453882
2101,3.562332494
2102,3.551782612
2103,3.547490076
2104,3.545953425
2105,3.547671545
2106,3.54987486
2107,3.548935626
2108,3.545024572
2109,3.542199119
2110,3.539788059
2111,3.534535433
2112,3.526960614
2113,3.515210105
2114,3.510424195
2115,3.528027784
2116,3.558886757
2117,3.601382056
2118,3.646907321
2119,3.671389284
2120,3.662933042
2121,3.617522742
2122,3.534385714
2123,3.438847841
2124,3.353869723
2125,3.299488295
2126,3.271429101
2127,3.253101584
2128,3.243465706
2129,3.244254923
2130,3.259207858
2131,3.286068091
2132,3.327348187
2133,3.381026556
2134,3.448759641
2135,3.537104209
2136,3.648176489
2137,3.767857918
2138,3.881622863
2139,3.981275583
2140,4.060016201
2141,4.115856927
2142,4.152406177
2143,4.165763658
2144,4.153667662
2145,4.124758994
2146,4.089733346
2147,4.053754288
2148,4.020900089
2149,3.991593728
2150,3.959504204
2151,3.922088005
2152,3.880116804
2153,3.836273506
2154,3.794861377
2155,3.760286695
2156,3.734891743
2157,3.712169238
2158,3.692851972
2159,3.675788715
2160,3.651205583
2161,3.613107628
2162,3.569977631
2163,3.526366209
2164,3.483381683
2165,3.442636667
2166,3.405728266
2167,3.378676255
2168,3.359097379
2169,3.350289007
2170,3.350499573
2171,3.357667866
2172,3.37094142
2173,3.391456134
2174,3.418598059
2175,3.448242638
2176,3.478520815
2177,3.509228062
2178,3.539191646
2179,3.571254382
2180,3.606272834
2181,3.639466787
2182,3.665382987
2183,3.686973872
2184,3.711522663
2185,3.734317259
2186,3.750718708
2187,3.765844782
2188,3.772599981
2189,3.772808994
2190,3.766385291
2191,3.752158191
2192,3.723626466
2193,3.687180192
2194,3.647536888
2195,3.608989733
2196,3.573608843
2197,3.543092436
2198,3.521521377
2199,3.508345439
2200,3.499648503
2201,3.492298224
2202,3.484299851
2203,3.475936698
2204,3.466273472
2205,3.454290253
2206,3.439462022
2207,3.42180517
2208,3.402175738
2209,3.3813691
2210,3.364324948
2211,3.353000188
2212,3.346286124
2213,3.343234307
2214,3.342309206
2215,3.342540986
2216,3.34426382
2217,3.347529179
2218,3.354744514
2219,3.367437258
2220,3.385580054
2221,3.412804263
2222,3.454438955
2223,3.511136251
2224,3.57918886
2225,3.648311715
2226,3.7117429
2227,3.764335108
2228,3.803428027
2229,3.826465254
2230,3.835694609
2231,3.832168605
2232,3.821197825
2233,3.80481151
2234,3.781043688
2235,3.750626867
2236,3.714496818
2237,3.673083946
2238,3.626603832
2239,3.570098364
2240,3.50385287
2241,3.431030272
2242,3.363509695
2243,3.309416058
2244,3.265603616
2245,3.232293076
2246,3.209796915
2247,3.195968378
2248,3.190010962
2249,3.19566165
2250,3.209555556
2251,3.230267493
2252,3.257275366
2253,3.283689585
2254,3.31165254
2255,3.339880504
2256,3.370662881
2257,3.412994644
2258,3.469556073
2259,3.531572794
2260,3.59229174
2261,3.651197922
2262,3.709085825
2263,3.762356359
2264,3.80400982
2265,3.835213437
2266,3.85600741
2267,3.866594694
2268,3.866581441
2269,3.866425637
2270,3.865548949
2271,3.85965346
2272,3.855366563
2273,3.838679064
2274,3.804825274
2275,3.763872708
2276,3.717117385
2277,3.666804904
2278,3.61155176
2279,3.555993075
2280,3.500430003
2281,3.447576749
2282,3.406411908
2283,3.374368148
2284,3.343914615
2285,3.321554362
2286,3.304298515
2287,3.296630507
2288,3.29672072
2289,3.301137833
2290,3.308728643
2291,3.323771564
2292,3.344374963
2293,3.371640329
2294,3.405951324
2295,3.448697583
2296,3.49408346
2297,3.532303099
2298,3.567126517
2299,3.594106145
2300,3.612187825
2301,3.625324033
2302,3.634535461
2303,3.64003371
2304,3.64131429
2305,3.636108052
2306,3.627599689
2307,3.616567559
2308,3.602044373
2309,3.591763804
2310,3.582926782
2311,3.577401951
2312,3.575478548
2313,3.57023426
2314,3.559218435
2315,3.540987468
2316,3.512342874
2317,3.470639357
2318,3.419158914
2319,3.369623489
2320,3.324730113
2321,3.285086945
2322,3.253939511
2323,3.231010725
2324,3.216377071
2325,3.207339962
2326,3.204308269
2327,3.209349943
2328,3.227812961
2329,3.265527443
2330,3.322287915
2331,3.39086975
2332,3.462915332
2333,3.531787652
2334,3.593530062
2335,3.646033299
2336,3.687534983
2337,3.72180041
2338,3.750109111
2339,3.769157365
2340,3.777592541
2341,3.774482791
2342,3.763146193
2343,3.74821181
2344,3.731829832
2345,3.718265695
2346,3.709211905
2347,3.703234089
2348,3.700155038
2349,3.698930928
2350,3.694590351
2351,3.684987979
2352,3.668609327
2353,3.644936918
2354,3.615277564
2355,3.582613812
2356,3.547199359
2357,3.507961982
2358,3.463441305
2359,3.415357743
2360,3.368850018
2361,3.327458654
2362,3.294627835
2363,3.271886556
2364,3.256382788
2365,3.24444847
2366,3.236779121
2367,3.235745462
2368,3.241192882
2369,3.254517334
2370,3.276424487
2371,3.305387934
2372,3.340584085
2373,3.379050369
2374,3.415402953
2375,3.447950198
2376,3.475503542
2377,3.496215106
2378,3.510788382
2379,3.52066556
2380,3.526628419
2381,3.530463379
2382,3.534004385
2383,3.536600903
2384,3.539238172
2385,3.538107941
2386,3.534348433
2387,3.527014903
2388,3.514228475
2389,3.495249991
2390,3.471804448
2391,3.447189007
2392,3.420163047
2393,3.392861515
2394,3.368729201
2395,3.346935093
2396,3.325775941
2397,3.30628807
2398,3.289894074
2399,3.277565146
2400,3.269073286
2401,3.265123742
2402,3.266760056
2403,3.272905913
2404,3.286918774
2405,3.308247006
2406,3.3360746
2407,3.371519012
2408,3.407706571
2409,3.443002005
2410,3.481236738
2411,3.523834393
2412,3.58064276
2413,3.661154884
2414,3.760421393
2415,3.863127197
2416,3.951584182
2417,4.01929744
2418,4.06587406
2419,4.093178045
2420,4.105407321
2421,4.108970223
2422,4.101587442
2423,4.087973952
2424,4.069783329
2425,4.049073123
2426,4.026452379
2427,4.003496681
2428,3.979819688
2429,3.954970929
2430,3.922613406
2431,3.879003439
2432,3.834831725
2433,3.795444557
2434,3.759861769
2435,3.723446464
2436,3.683099271
2437,3.63897604
2438,3.5937934
2439,3.542713266
2440,3.491966872
2441,3.442221885
2442,3.392693445
2443,3.347200443
2444,3.312125082
2445,3.285230167
2446,3.265082089
2447,3.253640568
2448,3.248179408
2449,3.245766953
2450,3.246381131
2451,3.250053573
2452,3.257106476
2453,3.27315578
2454,3.29900489
2455,3.335590268
2456,3.385913267
2457,3.445900403
2458,3.509822594
2459,3.573929161
2460,3.633787745
2461,3.686668274
2462,3.734309645
2463,3.781016878
2464,3.829614712
2465,3.87973094
2466,3.927294497
2467,3.971180365
2468,4.005622485
2469,4.026041128
2470,4.028233914
2471,4.007525138
2472,3.967167394
2473,3.915254869
2474,3.855581305
2475,3.792655054
2476,3.728523675
2477,3.664923705
2478,3.603291846
2479,3.544463298
2480,3.489991913
2481,3.440092501
2482,3.396130324
2483,3.359628802
2484,3.333173678
2485,3.320763094
2486,3.319782171
2487,3.326718675
2488,3.341411293
2489,3.364480961
2490,3.395741862
2491,3.429467207
2492,3.463856203
2493,3.497518282
2494,3.536087886
2495,3.583139221
2496,3.642802954
2497,3.724655951
2498,3.827149042
2499,3.930371763
2500,4.014617587
2501,4.073406392
2502,4.110883178
2503,4.137027172
2504,4.156782688
2505,4.160137525
2506,4.139640411
2507,4.101338905
2508,4.072969594
2509,4.065561795
2510,4.062209489
2511,4.049111558
2512,4.026862477
2513,3.992919508
2514,3.950179541
2515,3.896761616
2516,3.843010451
2517,3.79399216
2518,3.752508528
2519,3.717657965
2520,3.676396056
2521,3.6182906
2522,3.55012576
2523,3.481998389
2524,3.424505235
2525,3.374971467
2526,3.322795546
2527,3.26691417
2528,3.209993608
2529,3.159826236
2530,3.120726227
2531,3.09880231
2532,3.100072026
2533,3.116313996
2534,3.143313639
2535,3.173859968
2536,3.204009529
2537,3.232173594
2538,3.260211632
2539,3.291758484
2540,3.326475892
2541,3.362642928
2542,3.39698363
2543,3.424514469
2544,3.443977027
2545,3.459958309
2546,3.476245647
2547,3.489023791
2548,3.499635511
2549,3.50538465
2550,3.509354401
2551,3.513973685
2552,3.511390539
2553,3.505523247
2554,3.492907401
2555,3.474742529
2556,3.455149643
2557,3.434263898
2558,3.409877871
2559,3.382679491
2560,3.356769672
2561,3.333464236
2562,3.312693933
2563,3.293788431
2564,3.275842611
2565,3.254846823
2566,3.231354254
2567,3.207309562
2568,3.187047432
2569,3.173930975
2570,3.16707647
2571,3.166063102
2572,3.170304568
2573,3.178179078
2574,3.18956654
2575,3.203889541
2576,3.219459236
2577,3.2435665
2578,3.270096562
2579,3.29880218
2580,3.329325929
2581,3.36226271
2582,3.399417106
2583,3.442756581
2584,3.484871288
2585,3.524449376
2586,3.561016587
2587,3.595954341
2588,3.631721221
2589,3.667314714
2590,3.699931514
2591,3.728782814
2592,3.751374899
2593,3.766345718
2594,3.773348857
2595,3.771797825
2596,3.760229128
2597,3.742656126
2598,3.72192686
2599,3.698916813
2600,3.674462839
2601,3.650021492
2602,3.624795617
2603,3.597113529
2604,3.568197129
2605,3.538142357
2606,3.508175898
2607,3.479806522
2608,3.453192873
2609,3.426421052
2610,3.402040441
2611,3.378698502
2612,3.354015662
2613,3.327125044
2614,3.299339468
2615,3.27220913
2616,3.251188533
2617,3.234532137
2618,3.222232769
2619,3.213743289
2620,3.209433466
2621,3.211827446
2622,3.218374071
2623,3.225550513
2624,3.234593463
2625,3.24563962
2626,3.258988043
2627,3.274344595
2628,3.290653801
2629,3.309079048
2630,3.327766261
2631,3.346485055
2632,3.364105077
2633,3.379359459
2634,3.39454828
2635,3.409678992
2636,3.424520701
2637,3.4392625
2638,3.456320891
2639,3.474143261
2640,3.495197777
2641,3.516982977
2642,3.539950167
2643,3.561626168
2644,3.582423274
2645,3.599953294
2646,3.616673817
2647,3.631851535
2648,3.646884091
2649,3.661441226
2650,3.675325168
2651,3.68837589
2652,3.7005286
2653,3.712218403
2654,3.719094286
2655,3.724649838
2656,3.723610682
2657,3.719828093
2658,3.70960665
2659,3.694515523
2660,3.674778278
2661,3.649938063
2662,3.623159517
2663,3.590532947
2664,3.556834537
2665,3.519284472
2666,3.481729727
2667,3.444166791
2668,3.406700712
2669,3.369615082
2670,3.342311607
2671,3.316985845
2672,3.29376269
2673,3.268176836
2674,3.242556969
2675,3.217122886
2676,3.195002794
2677,3.174798328
2678,3.157652315
2679,3.146154612
2680,3.137063643
2681,3.130141717
2682,3.125542915
2683,3.122567471
2684,3.122930353
2685,3.124027979
2686,3.125732309
2687,3.129565533
2688,3.13356458
2689,3.137743868
2690,3.142811119
2691,3.148510293
2692,3.155108795
2693,3.162693915
2694,3.171257969
2695,3.181713628
2696,3.192506179
2697,3.203335736
2698,3.213869017
2699,3.226016245
2700,3.23929017
